,forums,subject_id,subject,date,author_or_replier,init_post,author_id,author_locations,author_name,texts
3769,,37693,GF && hospital && OD && feelings && struggling && help,2012-03-19T18:08:08+0000,replier,False,100839,Aberdeen,Lolli_Liability,"Sending you my love so much i feel for you both. Me and my boyfriend have found ourselves in this situtation hes had to sit back and allow others to care for me , as we are a long ditance relationship it makes him particularly hard for him,  I feel for you both sending you my love if ever you need a chat please message me ! xx"
3770,,37693,GF && hospital && OD && feelings && struggling && help,2012-03-19T18:24:22+0000,replier,False,0,,jaxie40,"Hi SA. You need to be able to talk to someone about everything that you're dealing with, because it's just too much for you to hold in. Obviously you have to think of your gf, but you can't forget about yourself in all of this. I went through similar with my first husband, and had I not been able to talk to my mum about it, I would have been no good to my husband. His parents were useless, just blamed me for everything.  Anyway, try and look after yourself as best you can hun, it's a worrying time for you, but your gf is in the right place and is getting some help"
3771,,131593,Risk of ending up in hospital,2016-03-03T15:43:27+0000,author,True,45774,London,brokenalex,"Basically I've been on both section 2&3 for almost two months and I finally got discharged last week. I've been doing some extreme self harm, which I won't go in on but basically my life is at risk according to all the doctors.. I got discharged last Tuesday and on Friday I ended up in hospital again. They agreed to let me go but yesterday I saw my regular consultant and he basically told me that if I self harm again he's gonna admit me into hospital and now I'm driving myself mad. I wanna do it again but I know I'll end up being taken in by an ambulance again to hospital and since my consultant said what he said that will end up with me being admitted into the mental hospital again.. I don't wanna do it since what will happen but at the same time I don't know how long I can stay away from it and if I try and call the crisis number regarding this they'll end up admitting me to hospital as well and I don't wanna be in hospital I hate it there.. I'm just lost in the battle war that's my own head and I don't know what to do.."
3772,,131593,Risk of ending up in hospital,2016-03-03T16:31:57+0000,replier,False,50338,London,Harper,"Hello brokenalex,  You are clearly not well and are at risk of seriously harming yourself or worse. Try not to look at your situation as being threatened by the consultant but more about the consequences of you not being in a safe place where you can be kept safe and monitored. I know hospital environments are not always helpful but the way you are describing your situation it appears to be the only way forward.  Can you call the crisis number now and ask for their help in keeping yourself safe. Your health and safety have to be paramount regardless .You are really struggling so you really need their help at this moment in time.  You will not always feel like this so try to keep up the hope. You will look back on this and you will be pleased you sought help.  Let us know how you get on and keep yourself safe.  Warm wishes, Harper."
3773,,119721,Wanting to self harm,2015-08-25T19:24:18+0100,author,True,45774,London,brokenalex,"Turning here for last resort, no one of my friends seems to be answering me at the moment and I have tried calling the mental health teams crisis number about 20 times but just keep hanging up every time they answer I'm probably drunk as I've been sitting on the floor drinking for the last hour and I just wanna punch something and just scream I know myself well enough to be able to say I'm starting to have a panic attack and it's not helping the fact that I really wanna self harm right now  Idk no one is answering my texts and I get anxiety from talking on the phone that's why I can't get myself to actually talk with the out of service team just need to vent really"
3774,,119721,Wanting to self harm,2015-08-25T19:29:48+0100,replier,False,24462,London,MarlieeB,"Hi Alex, vent away.  Can you do me a favour? and stop drinking and put the booze somewhere out of reach. Do you think you can do that?  What's going on?  x"
3775,,119721,Wanting to self harm,2015-08-25T19:38:38+0100,author,False,45774,London,brokenalex,I've stopped drinking a bit but I feel like I'm gonna explode if that makes sense there's so much going on inside me and it just frustrates me even more that I can't get in contact with the crisis team because I can't manage to talk in the phone I talked to my doctor about this today but she just said to call the number it's like she doesn't get that I can't call I just freak out I'm one of those people that if I wanna talk about my feelings I have to do it either in text or in person because in text I cant see their face or hear their voice and in person I can do both but I can't handle hearing just a voice since in my mind I just imagine their facial expression being completely different from the tone of their voice and that they are just making fun of me
3776,,119721,Wanting to self harm,2015-08-25T19:42:00+0100,replier,False,24462,London,MarlieeB,"I totally understand that, I really do. I'm the same. It takes a lot to get me to ring them as well.  So what can we do to stop you from self harming?  Take out everything, your thoughts and feeling on your keyboard while typing away if you think it's going to help. I'm here to listen.  xxx"
3777,,119721,Wanting to self harm,2015-08-25T19:49:22+0100,author,False,45774,London,brokenalex,It's stupid really how something so small can set you off for me today it was a guy probably around 40 in tesco that stood behind me and as I was gonna pay my sleeve rolled up a bit as I gave the money to the cashier and he just stared at me and nudged his friend or something to look at me and what was seen was only scars that are about 5 years old and really faded but it made me realise that no matter how well I might get or how long I've been free of self harm and healthy I'm still never gonna fit into society this was to middle age men in suits still looking at the white scars on my wrist like I was crazy and belonged in a mental institution
3778,,119721,Wanting to self harm,2015-08-25T19:58:21+0100,replier,False,24462,London,MarlieeB,"I'm sorry that that person reacted like that. He had no right at all to do that right in front of you.  Please don't let that one person drag you down like this, don't let that one person win. Don't let snot nose people hurt you, they are so not worth it.  It's hard I know but you can do this!  xxx"
3779,,119721,Wanting to self harm,2015-08-25T19:58:42+0100,replier,False,0,,Stray,"Hi, I'm not much use, I won't say much but have you looked at harm minimisation? If you Google that there are loads of sites, suggestions, some will annoy, others may help. If you harm, harm as safely as you can. I am in a long sh cycle and no longer beat self up, it happens for a reason, we ""need"" it for a reason sometimes. Sh is very common. We all have ways of trying to cope with the horrors of life. People stare, people are nosey, doesn't make it special or scary, it just is. Be safe if you can x"
3780,,119721,Wanting to self harm,2015-08-25T20:41:40+0100,author,False,45774,London,brokenalex,Actually ended up hurting myself and went a bit wrong so going up to a&e now for the second time in a damm week
3781,,119721,Wanting to self harm,2015-08-25T20:45:37+0100,replier,False,24462,London,MarlieeB,Aww  Sorry you felt the need to self harm but I'm glad you are going to A&E. You are a lot braver than me.  Let us know how you get on.  xxx
3782,,119721,Wanting to self harm,2015-08-25T21:02:55+0100,author,False,45774,London,brokenalex,Didn't even mean for it to happen but I think I might have caused serious damage so got so scared never happened to me before so it was time to go plus at least I get to see someone now since I never managed to call the crisis number
3783,,119721,Wanting to self harm,2015-08-25T21:15:59+0100,author,False,24462,,MarlieeB,Are you there at the moment? xxx
3784,,119721,Wanting to self harm,2015-08-25T21:18:11+0100,replier,False,45774,London,brokenalex,Yeah I'm there saw a nurse within 10min and she said I'll see a doctor within an hour hopefully
3785,,119721,Wanting to self harm,2015-08-25T21:19:45+0100,author,False,24462,London,MarlieeB,"Oh that's great. As I said, you are a lot braver than me.  Keep us updated xxx"
3786,,119721,Wanting to self harm,2015-08-26T00:38:29+0100,replier,False,45774,London,brokenalex,Just left a&e waited just a little more then an hour after seeing the doctor but took some time for them to do the stitches and things also got to talk to the psych nurse that ended up letting me to home
3787,,119721,Wanting to self harm,2015-08-26T00:40:30+0100,author,False,24462,London,MarlieeB,I'm glad you have been let out and that you have talked to the nurse. Have they mentioned any plan of action for you? xxx
3788,,119721,Wanting to self harm,2015-08-26T00:55:28+0100,replier,False,45774,London,brokenalex,He said he was gonna contact my regular team and they are gonna take it from there so don't really know yet
3789,Anxiety Forum,547546,Health Anxiety,2022-10-09T21:06:32+0100,author,True,122853,London,LCELA1223,"Hey, I’m new here and super nervous to finally talk about my problem! Healthy anxiety has taken over my life especially as I seem to be suffering with physical symptoms now. Headaches, dizziness, tingling, numbness, insomnia, 3 panic attacks since June. Would love to hear some stories as to how you cope with it and what I can do to help. I have an MRI Friday coming for the headaches I have been getting and convinced it’s bad news, has anyone else had this? Thanks, LC"
3790,Anxiety Forum,547546,Health Anxiety,2022-10-09T21:49:22+0100,replier,False,121388,Oklahoma,JKM,"@LCELA1223 Heya, and welcome to the forum. I'm pretty sure there's a sub-forum for Health-related Anxieties. I'm terrible at paying attention however, so I'm not 100% on that. But, I know from experience Panic Attacks can cause you a woooooooooorld of trouble, even physical ones. Many, even myself on occasion, have felt like they're literally dying during panic attacks. Of course, that's the point of a panic attack: in a way it kinda feeds upon itself. Numbness is about the only symptom you've mentioned that I haven't personally experienced thanks to anxiety, but maybe other people have; I'd ask around. I used to be a Hypochondriac, and good lord it is freakin' awful. Always worrying about any given illness I may have, always terrified and constantly seeing doctors about my health, only for everything to come up negative. Maybe this sounds familiar. I don't know; but either way I hope you find it helpful to get your fears off of your mind here, and perhaps to hear of other people's similar experiences. Take care!"
3791,Anxiety Forum,241477,Time off work - need advice?,2019-11-20T22:12:08+0000,author,True,82698,London,sleepygalore9,"Hi all,  I was diagnosed with depression and GAD in August. I lost around a stone in weight over a couple of months and had chronic insomnia, vomiting and low-mood. I was also having panic attacks frequently. I started on antidepressants and they have been incredible. They've really helped my low mood but I'm still having panic attacks - which I think may be work-stress related.  I work for the NHS in Psychology myself and currently I'm under a massive amount of stress to complete a certain number of mental health assessments within a very short period as we've been commissioned. I've been told to do this alone as we can't recruit another 3 members of staff (they left suddenly) which has meant I'm constantly bombarded with calls, requests and recently complaints due to the time for reports to be completed (I'm part-time). I'm not really qualified to deal with all of these clients and don't have a supervisor at present. I've found myself constantly being mentioned in emails and managers being linked in with criticism because I've missed calls and haven't responded to people in time. I had to take 2 weeks off work in August with GAD as I was going days on end with sleeping and eating - I ended up being signed off by my GP. I've met with all my managers and the head of our borough this week, who are all disgusting with my caseload and amount of pressure but there's going to be a several month gap until new people can be hired. At present, I've found myself making admin mistakes and finding it impossible to manage everything even when working 12 hours a day. The panic attacks have started again and vomiting (which my GP has diagnosed as anxiety induced) and I'm sleeping for on average 4 hours per night. I've had several managerial meeting but nothing seems to be resolved and I've found the vomiting and palpitations are pretty much constant at the moment. I'm really struggling to sit-still at all.  I know that if I go off sick, none of these assessments will be done which will likely make the anxiety worse but I'm really struggling to know what to do in this situation. I suppose I'm a bit stuck because I know if I'm signed off then I'll worry continuously about the clients who aren't being seen, but I know that at the moment I'm making mistakes and unable to manage all of this which is then leading to more criticism and anxiety worsening.  If anyone has been in a similar situation, I would really really appreciate the advice."
3792,Anxiety Forum,241477,Time off work - need advice?,2019-11-20T22:37:38+0000,replier,False,80961,Uk,Confusedandanxious,"I havent been in a similar position but I just want to say that I think you need to look out for you. You've already said this is causing you to make some mistakes and it's really no surprise. You are overloaded and overworked, alongside a place that is currently understaffed! It's completely unfair and unrealistic expectations that are being put on you.  If you were to be signed off, you sign yourself off mentally as well. It's none of your concern about the clients (I know it's great that you do care enough to be concerned about that), it's the managers concern. You being off will force them to do something, because they cant not have your role filled, surely?  No job is worth making yourself unwell for. Your health is more important."
3793,Anxiety Forum,427428,So scared!!,2021-10-31T09:02:43+0000,author,True,92994,london,WanderingA,Ok so this a completely new one for me and sorry for any details. But last night I had dinner and literally within 10/15mins fell fast asleep! Then about 3 hours later our smoke alarm went off its a noise I've never heard so I woke up in complete panic looked outside and the street lights hurt my eyes!. But all of a sudden I got this awful sick and diahreea feeling I sat on toilet and nothing came out but I went completely dizzy like my head was stuck in a vice but couldn't see properly and I was sweating profusely!. My whole body was soaking wet within seconds!. But now I feel absolutely fine. I was thinking food poisoning but that normally carrys on whereas I feel fine now.. slight headache but I'm ok... could this be my body's reaction to being so scared?? I'm literally overthinking this so much now! And extremely scared it's going to happen again!. X
3794,Anxiety Forum,427428,So scared!!,2021-10-31T09:55:35+0000,replier,False,104336,Pretty Good,Bod,"Anxiety can sadly effect us all in different ways when it is bad, as when it comes on for me really bad I have to go and lie down as even bright lights hurt my eyes when I get it bad. I I try to calm my self by doing breathing exercisers to help me to calm down, so I put a link in for you to try plus soothing music.   Deep Breathing Exercises to Reduce Anxiety Deep breathing exercises activate the parasympathetic nervous system, which can lower your heart rate and cause you to relax. www.verywellmind.com ."
3795,Anxiety Forum,427428,So scared!!,2021-10-31T10:35:53+0000,author,False,92994,london,WanderingA,Thank you. Luckily I know how to soothe my anxiety but last night was just completely something else.. i guess I am struggling to think that just being woken up like that and being so scared as to not knowing what was going on could cause my body to do that!.and the fact I fell asleep on an extremely full stomach.. I shall do some looking after myself today! Hopefully this worry passes
3796,Anxiety Forum,427428,So scared!!,2021-10-31T10:37:24+0000,replier,False,104336,Pretty Good,Bod,"Google can sometimes be a good thing when we look, but I never look at the bad ones."
3797,Anxiety Forum,427428,So scared!!,2021-10-31T10:40:23+0000,author,False,92994,london,WanderingA,Yes I did try having a look but it kept coming up with panic attacks or food poisoning. I've had many of panic attacks and what happened last night wasn't that. And I'm pretty sure it wasn't food poisoning as I feel fine today. Hate how the human body is so complicated!. And why my brain needs to know exactly what happened for me to move on!! X
3798,Anxiety Forum,427428,So scared!!,2021-11-01T07:45:09+0000,replier,False,95287,Orleans vermont.,EclipticNight,"As usual I preface this with a big old I'm not a expert or trained medical person, I'm just a guy who loves science. Here's what it sounds like to me.  That was a built in natural reaction called a fight or flight response. Here's how the biology works. You ate and that produced some chemicals that make you tired. If you drank a little alchohol that also would effect this. You fell asleep, that's normal. Queue the fire alarm. It's a noise you don't know, it's loud and you have no idea what's going on. Your body thinks it's under attack by a predator. The first thing to do is dump adrenaline into your blood. Your heart rate skyrockets, your eyes dilate so you can see in the dark, making lights brighter. All your muscles constrict and you gain strength and speed. Once you realized there was no danger the adrenal gland stopped.  Now you have the after effects of the gifts adrenaline gives. Your muscles all relax, your exhausted again, your body temp is to high and now your body needs to lower it, so you sweat. Your bowels loosen like everything else, you need to pee. Your head no longer is saturated in chemicals keeping you ultra alert and the blood pressure and dehydration gives you a instant headache. The fatigue lasts anywhere from 30m to 3 hours depending on how long you stayed in fight or flight. Once everything returns to a balanced state you feel normal again.  I've had it happen a few times. This is what adrenaline junkies crave. Personally I don't care for it but it's completely natural."
3799,Anxiety Forum,427428,So scared!!,2021-11-03T07:00:48+0000,author,False,92994,london,WanderingA,"EclipticNight said: As usual I preface this with a big old I'm not a expert or trained medical person, I'm just a guy who loves science. Here's what it sounds like to me.  That was a built in natural reaction called a fight or flight response. Here's how the biology works. You ate and that produced some chemicals that make you tired. If you drank a little alchohol that also would effect this. You fell asleep, that's normal. Queue the fire alarm. It's a noise you don't know, it's loud and you have no idea what's going on. Your body thinks it's under attack by a predator. The first thing to do is dump adrenaline into your blood. Your heart rate skyrockets, your eyes dilate so you can see in the dark, making lights brighter. All your muscles constrict and you gain strength and speed. Once you realized there was no danger the adrenal gland stopped.  Now you have the after effects of the gifts adrenaline gives. Your muscles all relax, your exhausted again, your body temp is to high and now your body needs to lower it, so you sweat. Your bowels loosen like everything else, you need to pee. Your head no longer is saturated in chemicals keeping you ultra alert and the blood pressure and dehydration gives you a instant headache. The fatigue lasts anywhere from 30m to 3 hours depending on how long you stayed in fight or flight. Once everything returns to a balanced state you feel normal again.  I've had it happen a few times. This is what adrenaline junkies crave. Personally I don't care for it but it's completely natural. Click to expand... Hi thank you so much for this!!. Actually makes perfect sense!. The only thing wrong was I don't drink alcohol. But to be fair it all sounds pretty much exact to what happened!. And this was really interesting to read!. Thank you so much!!!"
3800,Anxiety Forum,427428,So scared!!,2021-11-03T07:26:03+0000,replier,False,95287,Orleans vermont.,EclipticNight,"No problem. Alchohil does not have to be in the equation, it would just make the headache worse. That's what a hangover headache is, brain dehydration. Going into super sweat mode can sure do it."
3801,Anxiety Forum,427428,So scared!!,2021-11-03T08:36:57+0000,author,False,92994,london,WanderingA,"EclipticNight said: No problem. Alchohil does not have to be in the equation, it would just make the headache worse. That's what a hangover headache is, brain dehydration. Going into super sweat mode can sure do it. Ah I see. Yeah I haven't had a drink due to my medication for 4 years now so I know it wasn't that. The dinner I stuffed out on 10mins before sleeping was quite spicy so that may of been a factor too.. overall wasn't a very nice experience.. I definitely won't be eating straight before sleep again ha.."
3802,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-04T17:26:21+0000,author,True,95551,London,maria_maria,"my anxiety is ruining my life so i thought i'd try anti-depressants. the doctor gave me citalopram 20mg which seemed to help for a few weeks, but now i'm experiencing severe depression and suicidal thoughts. someone told me that the 20mg was quite a lot to give me the first time so i should have started on a lower dose, so i asked the doctor for a lower dose and maybe because i was used to the higher one im not feeling very well. the side effects have also not been nice, sometimes i go 3 days without being able to sleep even though i'm so tired.  has anyone else tried medication before? all the medical people i speak to keep telling me they work they're so great. but i don't know how to deal with the severe depression when im home alone and im not sure if its it helping and people tell me it'll be harder to come off the meds"
3803,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-04T17:33:30+0000,replier,False,24991,Magical fairy wonderland xxxx,Fairy Lucretia,"medication works well for some people but unfortunately not for others x some people find therapy helps also with a combination of medication i think that is quite a low dosage ,could you ask for it to be increased and see if that helps? please let us know how you get on x Lu x"
3804,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-04T19:16:21+0000,replier,False,24209,England,Mayflower7,"Have you asked your dr for anxiety meds, some anti-depressants can increase suicidal thoughts. This doesn't happen in everyone. Beta-blockers and epilepsy meds can help anxiety. Don't suddenly stop meds, your dr should help wean you off them. Try a different dr, if you feel you aren't being listened to. Hugs"
3805,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-04T19:19:44+0000,replier,False,90997,Sweden,Talina,"You should talk with your doctor it can be your aniexty but it can also be citalopram which is causing you to feel more depressed. It’s quite common with anti-depressive medication that you will feel worse before they will start working. Often you should give it a 8 weeks period until you can see any effects or if it’s not working.  The side-effects can turn up a few weeks later, so it can been delayed. But it can also hide that it’s truly a depressive episode kicking and the dosage isn’t right. So best would be speaking with your doctor and tell that you are getting worse. Citalopram might be a medication not suitable for you.  I hope that they listen to you"
3806,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-04T20:33:56+0000,replier,False,37189,Sweden,natalie,"I think that you should opt for anti anxiety med, that one and being anti depressant, was completely wrong med to be prescribed.  I take anti anxiety med."
3807,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-04T20:58:50+0000,author,False,95551,London,maria_maria,"natalie said: I think that you should opt for anti anxiety med, that one and being anti depressant, was completely wrong med to be prescribed.  I take anti anxiety med.  LOL they kept insisting that SSRI anti-depressant worked for anxiety too and those were basically the only options. I'm in the UK so lots of US drugs are not allowed over here...like valium/xanax for my panic attacks wasn't even an option and they gave me quite expensive mild diazepams, that don't do much... so i have to get valium from a drug dealer now.  what kind of anti-anxiety medication do you take? does it help? what kind of differences have you felt?"
3808,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-04T21:05:19+0000,replier,False,0,,Deleted member 91323,Please do not take valium. It is very addictive and should only be used for a short term period. There are many antianxiety medications in the UK. Citalopram can be taken for anxiety too. It is often prescribed for panic attacks. It may be you were not given the correct dose as you started on 20mg then dropped which needs to be done slowly.
3809,Anxiety Forum,329188,medication is making me feel worse ?,2020-11-05T05:02:51+0000,replier,False,37189,,natalie,"Hi maria_maria,   I take Pregabalin 75ml, personally I take 75ml, and yep, it is very much available for prescription, in this country. My GP just happened to have and I'll quote him, saying ""there is Pregabalin"" and I accepted the idea, as i wished for something to work better and kicking in my system a lot longer, and long term on a day, than my previous other anxiety meds, which I had problems with.   And yes it does help.   I can't think of any differences at this time, if i come up with any, I'll update."
3810,Anxiety Forum,247113,This is worrying me sick,2019-12-20T20:50:15+0000,author,True,85478,London,Bex0804,"Hello, I'm new here and honestly just don't know where to turn. I have terrible health anxiety that kills my day to day life. For the past year I have had 3 allergic reactions to medicine resulting in my eyes swelling and having to go to a&e. I've been referred to an allergist but can take months. I'm also a type 1 diabetic so everything that involved health terrifies me. The thing I'm scared of is that my body is starting to have allergic reaction to most medications as they don't seem to be connected in any way, first was daynurse, second was nurofen plus and the third was an antibiotic called co amoxiclav. I'm scared I'm not going to be able to take any medicines or antibiotics and il have worse reactions next time. I know I probably sound so pathetic but I'm genuinely terrified and don't know where to turn."
3811,Anxiety Forum,247113,This is worrying me sick,2019-12-20T20:52:20+0000,replier,False,582,London,Eleison,"Sorry to hear about your allergies. I'm not surprised that you have health anxiety with that.. I hope that your referral comes through sooner. I don't really have any answers, but I have a history of health anxiety [in my case cancer phobia], so I can empathise."
3812,Anxiety Forum,247113,This is worrying me sick,2019-12-20T20:55:34+0000,replier,False,24209,England,Mayflower7,"Hi, I'm so sorry about your reactions, I'm not surprised your scared you've had several reactions. It's good you've been referred, hope you get some answers really soon. Take care"
3813,Anxiety Forum,247113,This is worrying me sick,2019-12-20T21:04:07+0000,replier,False,79503,UK,Lunar Lady,"Bex0804 said: Hello, I'm new here and honestly just don't know where to turn. I have terrible health anxiety that kills my day to day life. For the past year I have had 3 allergic reactions to medicine resulting in my eyes swelling and having to go to a&e. I've been referred to an allergist but can take months. I'm also a type 1 diabetic so everything that involved health terrifies me. The thing I'm scared of is that my body is starting to have allergic reaction to most medications as they don't seem to be connected in any way, first was daynurse, second was nurofen plus and the third was an antibiotic called co amoxiclav. I'm scared I'm not going to be able to take any medicines or antibiotics and il have worse reactions next time. I know I probably sound so pathetic but I'm genuinely terrified and don't know where to turn.  Hi Bex.  The chances are you are probably only allergic to one or two components of those medications.  I am allergic to Penicillin and Codeine. Amoxiclav is a member of the Penicillin family so that might be your sensitivity.  Day Nurse contains Pholcodine which is a member of the same opioid family as Codeine...and Neurofen contains Codeine - so there are common denominators in these three medicines.  Always carry antihistamine pills. Suspension Piriton (antihistamine) is strong and works far quicker than a tablet because a pill takes half an hour for your stomach to break down.  There are alternatives for all medications so please don't worry - I've managed just fine."
3814,Anxiety Forum,247113,This is worrying me sick,2019-12-20T22:31:35+0000,replier,False,24991,Magical fairy wonderland xxxx,Fairy Lucretia,im really glad you joined the forum love Lu xxx
3815,Anxiety Forum,247113,This is worrying me sick,2019-12-20T22:57:24+0000,author,False,85478,London,Bex0804,"Lunar Lady said: Hi Bex.  The chances are you are probably only allergic to one or two components of those medications.  I am allergic to Penicillin and Codeine. Amoxiclav is a member of the Penicillin family so that might be your sensitivity.  Day Nurse contains Pholcodine which is a member of the same opioid family as Codeine...and Neurofen contains Codeine - so there are common denominators in these three medicines.  Always carry antihistamine pills. Suspension Piriton (antihistamine) is strong and works far quicker than a tablet because a pill takes half an hour for your stomach to break down.  There are alternatives for all medications so please don't worry - I've managed just fine. Click to expand...  Thank you so much for this reply, I really really appreciate it. My family try to tolerate my anxieties but just get frustrated and upset so having someone talk to me like I'm human and trying to put logic into stuff is extremely helpful. Thank you."
3816,Anxiety Forum,259550,Boyfriend Trying To Understand Anxiety,2020-02-14T16:53:34+0000,author,True,87416,London,BlueCan,"Hi Everyone,  I've been with my girlfriend for over 3 years now, it's been very difficult for us from the beginning as she's from Australia and I'm from the UK. We did long distance for about 6 months and with my own issues and her anxiety it wasn't easy, but we made it. She moved to London and we have had many ups and many downs. I dont think I've ever truly understood her anxiety and how it affects her, it mainly comes up in arguments on how she deals with things which is never good and havent had a proper conversation on how she needs to deal with things until recently. The last 6 months we have been on and off. The last few months she has had A LOT of stuff going on at home with family sickness etc. Considering how far away she is from home this has made it very hard for her. She started to want space and time alone and I started to feel as if she didn't want me, so I kept pushing to see her and saying I feel like she doesn't want me. We ended up having a discussion to sort it all out. She said I said everything she needed to hear but she didn't feel any better or different. She then gave me a hall pass as I was going to Amsterdam that week, which I took very badly and we argued again 2 days later. When I got back from Amsterdam she decided to end it with me. She keeps saying I'm the love of her life but she doesn't see it working.  I've been listening to as many podcasts and videos as possible on understanding anxiety before and I don't think I've ever realised quite how much things affect her. Is the breakup a fight or flight kind of response ? Is it making her see me as a threat/danger so the solution is to get rid of me? I've bought a book called 'The Worry Trick' which I'm going to read over the weekend. Does anyone have any recommendations on books or articles etx  What do you all think?  Also big respect to everyone suffering from various types of anxiety, 've learnt a lot."
3817,Anxiety Forum,259550,Boyfriend Trying To Understand Anxiety,2020-02-14T23:04:01+0000,replier,False,84982,Preston,MinnieMoo,I really don’t know but it sounds like you’ve tried to understand and be there for her. Does she have any other support nearby? Can she talk to her family about how she’s feeling? I guess you can let her know that you are still there for her as a friend for support x
3818,Anxiety Forum,196246,Muscle Tension,2019-03-04T20:27:38+0000,author,True,78951,"London, Greater London",AK1,"Good Evening, just like to say this is my first thread on here as I only joined this week.  I have suffered with aniexty for the last 6 years. Ive managed to control this and now take citalopram to help.  I have experienced every sort of symptom with aniexty over the years. However the last three weeks I was getting chest pains with really bad back pain. Today I woke up and decided I've got to go the hospital. They done a ECG, blood test and Xray along with blood pressure. The doctor was good as gold and said it was all fine and I have a lot of muscle tension. I know I need to relax more but i was wondering if anyone else has experienced this before and also what could help with this back pain."
3819,Anxiety Forum,196246,Muscle Tension,2019-03-04T20:47:45+0000,replier,False,69164,"London, Greater London",Topcat,"I'm having problems with muscles around my shoulder/shoulder blade, the only thing that really helps so far is a good firm massage. The GP suggested yoga to stretch the muscles. So I guess, massage, yoga, deep breathing techniques for relaxation. Watch your posture too, I'm not sure if using my tablet all the time is aggravating my shoulder. Hope it gets better soon!"
3820,Anxiety Forum,196246,Muscle Tension,2019-03-04T21:13:28+0000,author,False,78951,"London, Greater London",AK1,"FunkTheFear said: I'm having problems with muscles around my shoulder/shoulder blade, the only thing that really helps so far is a good firm massage. The GP suggested yoga to stretch the muscles. So I guess, massage, yoga, deep breathing techniques for relaxation. Watch your posture too, I'm not sure if using my tablet all the time is aggravating my shoulder. Hope it gets better soon! Thank you for the reply. appreciate it"
3821,Anxiety Forum,305401,Citalopram: delayed withdrawal?,2020-07-29T10:41:55+0100,author,True,93044,London,Smithersjones,"Hi there thanks for welcoming me, this is my first post. ?  I dropped down from 20mg to 10mg mid April after being on that dose for 5 years. I had a few days feeling a bit uncomfortable but nothing as bad as what a lot of people say. Then i was fine and felt generally quite happy. Now all of sudden I’m feeling rough now (end of July.)  Symptoms include: head pressure, bloating, acid, brain fog, feeling empty, general stress and tension, feeling a bit wired, anger, anxiety etc.  I am wondering if anyone else had a delayed withdrawal onset? Seeing as I was on 20mg for a fairly long time? Or have I just ran into an unforeseen bad period?  I am still aiming to get off them altogether so I can feel the good things in life and try to manage the bad emotions rather than mask them. However when I was on 10mg years ago I found the dose not strong enough to have any benificial effects just a few of the bad symptom ones.  Now I’m wondering whether to gradually start the process of getting off them altogether or just settle and go back up to 20mg Any input much appreciated thank you."
3822,Anxiety Forum,305401,Citalopram: delayed withdrawal?,2020-08-02T06:38:10+0100,replier,False,0,,Deleted member 92692,Yep ive been on 40 mg for just over 20 years. You get bad withdrawals if you stop them cold. Best to taper if tou want of them.
3823,Anxiety Forum,167684,Struggling with anxiety but don't know how to get help,2017-07-07T21:10:56+0100,author,True,64051,London,manatee13,"Hello everyone,  This is my first time writing anything about my mental health, so apologies if it's in the wrong place, but I'm really struggling right now and I don't know what to do.  I'm a 20 year old gay male, and for the last few years I have been experiencing waves of intense periods where I feel incredibly nervous, restless and overthink situations to the point that it causes me to feel more nervous and quite nauseous. I have always brushed it off as nothing, and used to think that I was level-headed, and so could deal with any problems I had by myself, but recently the frequency of these waves has been increasing, which I think is mostly being triggered by stress surrounding my sexuality.  I am out to all my friends, and have never had a problem with being gay per se, but I am not out to my parents. I have always said to myself I will never come out to my parents (not until I have graduated university, have a stable job and am financially secure etc.) as my dad is openly very homophobic (he went mental when he found out I had a gay friend), and has told me on multiple occassions he would disown me if I were ever gay. We disagree on quite a lot of things (he is religious, tries to enforce it on me etc.) and I feel quite disconnected from him emotionally. I feel like I have a 'duty' to maintain a relationship with him because he supports me financially at university, put me through private school etc. We don't have much of a relationship anyway for me to care much about being 'disowned' by him, but the idea of being cut off financially and excluded from the comfortable bubble I have grown up in causes me a lot of anxiety.  The stress caused by going to an academically very intense university hasn't helped either; I've now found myself feeling fear and nervousness over things such as interacting with other people or passing exams, and whenever I'm left alone I will overthink these issues to the point that I have started having what I could only describe as panic attacks. I feel guilty because I am a fortunate person who comes from a well-off family and goes to Oxford, and so I tell myself that I shouldn't be having anxiety or feeling down because my issues are insignificant, but this only causes me more stress and the cycle continues.  The tipping point was this morning when I overheard my mum talking with a friend about me probably being gay (I'm pretty sure she knows, but she is the type of person who would be very supportive, and so coming out to her wouldn't be an issue at all if it weren't for my dad). This overwhelmed me with a whole load of thoughts about eventually having to come out, feeling guilty for not being able to tell my mum, and I have been an emotional wreck all day, feeling extremely nervous, dizzy and like I'm destined to never be at ease and have a happy life.  I really don't know what to do at this point or how to ask for help or if I even need help, and I'd really appreciate some advice and what I should do.  Thank you so much in advance and sorry for such a long post!"
